subject,trial,code,speaker,targetphrase,counterbalance,effort_rating
LE22,79,EXP_70,Control,stable wrist and load it,1,1
LE22,80,EXP_47,Control,measure fame with legal,1,1
LE22,81,EXP_18,ALS,butcher in the middle,1,6
LE22,82,EXP_76,Control,to sort but fear inside,1,1
LE22,83,EXP_57,ALS,push her equal culture,1,5
LE22,84,EXP_21,ALS,commit such used advice,1,6
LE22,85,EXP_04,Control,advance but sat appeal,1,2
LE23,6,EXP_10,ALS,attack became concerned,1,3
LE23,7,EXP_12,ALS,avoid or beat command,1,3
LE23,8,EXP_53,ALS,pain can follow agents,1,3
LE23,9,EXP_27,Control,define respect instead,1,1
LE23,10,EXP_32,ALS,for coke a great defeat,1,2
LE23,11,EXP_36,Control,had eaten junk and train,1,1
LE23,12,EXP_72,Control,support with dock and cheer,1,1
LE23,13,EXP_52,ALS,or spent sincere aside,1,4
LE23,14,EXP_80,Control,vital seats with wonder,1,1
LE23,15,EXP_26,Control,darker painted baskets,1,1
LE23,16,EXP_08,ALS,appear to wait then turn,1,4
LE23,17,EXP_15,ALS,beside a sunken bat,1,3
LE23,18,EXP_33,Control,forget the joke below,1,1
LE23,19,EXP_75,ALS,thinking for the hearing,1,2
LE23,20,EXP_58,ALS,rampant boasting captain,1,4
LE23,21,EXP_55,ALS,pick a chain for action,1,3
LE23,22,EXP_41,Control,its harmful note abounds,1,1
LE23,23,EXP_50,Control,model sad and local,1,1
LE23,24,EXP_16,Control,bolder ground from justice,1,1
LE23,25,EXP_65,ALS,seat for locking runners,1,3
LE23,26,EXP_06,ALS,amend estate approach,1,4
LE23,27,EXP_05,ALS,afraid beneath demand,1,2
LE23,28,EXP_14,Control,balance clamp and bottle,1,1
LE23,29,EXP_54,Control,perceive sustained supplies,1,1
LE23,30,EXP_79,Control,unseen machines agree,1,1
LE23,31,EXP_11,Control,attend the trend success,1,1
LE23,32,EXP_44,Control,mark a single ladder,1,1
LE23,33,EXP_77,ALS,transcend almost betrayed,1,2
LE23,34,EXP_40,ALS,indeed a tax ascent,1,2
LE23,35,EXP_19,Control,career despite research,1,1
LE23,36,EXP_29,Control,divide across retreat,1,1
LE23,37,EXP_60,Control,resting older earring,1,1
LE23,38,EXP_74,Control,technique but sent result,1,1
LE23,39,EXP_23,Control,connect the beer device,1,1
LE23,40,EXP_38,ALS,hold a page of fortune,1,1
LE23,41,EXP_64,ALS,rowing farther matters,1,1
LE23,42,EXP_51,ALS,narrow seated member,1,4
LE23,43,EXP_78,ALS,unless escape can learn,1,1
LE23,44,EXP_39,ALS,increase a grade sedate,1,4
LE23,45,EXP_73,Control,target keeping season,1,1
LE23,46,EXP_02,ALS,address her meeting time,1,1
LE23,47,EXP_17,ALS,bush is chosen after,1,2
LE23,48,EXP_28,ALS,distant leaking basement,1,2
LE23,49,EXP_07,Control,and spoke behind her sin,1,1
LE23,50,EXP_71,ALS,submit his cash report,1,1
LE23,51,EXP_30,ALS,done with finest handle,1,2
LE23,52,EXP_34,Control,frame her seed to answer,1,1
LE23,53,EXP_03,Control,admit the gear beyond,1,1
LE23,54,EXP_24,Control,constant willing walker,1,1
LE23,55,EXP_69,Control,sparkle enter broken,1,1
LE23,56,EXP_20,Control,cheap control in paper,1,1
LE23,57,EXP_59,ALS,remove and name for stake,1,4
LE23,58,EXP_35,Control,functions aim his acid,1,1
LE23,59,EXP_56,ALS,pooling pill or cattle,1,4
LE23,60,EXP_67,ALS,signal breakfast pilot,1,2
LE23,61,EXP_42,ALS,kick a tad above them,1,4
LE23,62,EXP_62,ALS,rode the lamp for teasing,1,3
LE23,63,EXP_49,Control,mode campaign for budget,1,1
LE23,64,EXP_43,ALS,listen final station,1,3
LE23,65,EXP_61,Control,rocking modern poster,1,1
LE23,66,EXP_66,Control,secure but lease apart,1,1
LE23,67,EXP_63,ALS,round and bad for carpet,1,2
LE23,68,EXP_37,ALS,her owners arm the phone,1,2
LE23,69,EXP_09,Control,assume to catch control,1,1
LE23,70,EXP_48,Control,mistake delight for heat,1,1
LE23,71,EXP_22,ALS,confused but roared again,1,2
LE23,72,EXP_68,Control,sinking rather tundra,1,1
LE23,73,EXP_45,ALS,mate denotes a judgement,1,2
LE23,74,EXP_13,ALS,award his drain away,1,2
LE23,75,EXP_01,Control,account for who could knock,1,1
LE23,76,EXP_25,Control,cool the jar in private,1,1
LE23,77,EXP_46,Control,may the same pursued it,1,1
LE23,78,EXP_31,ALS,embark or take her sheet,1,2
LE23,79,EXP_70,Control,stable wrist and load it,1,1
LE23,80,EXP_47,Control,measure fame with legal,1,1
LE23,81,EXP_18,ALS,butcher in the middle,1,3
LE23,82,EXP_76,Control,to sort but fear inside,1,1
LE23,83,EXP_57,ALS,push her equal culture,1,1
LE23,84,EXP_21,ALS,commit such used advice,1,2
LE23,85,EXP_04,Control,advance but sat appeal,1,1
LE24,6,EXP_10,ALS,attack became concerned,1,4
LE24,7,EXP_12,ALS,avoid or beat command,1,6
LE24,8,EXP_53,ALS,pain can follow agents,1,3
LE24,9,EXP_27,Control,define respect instead,1,1
LE24,10,EXP_32,ALS,for coke a great defeat,1,4
LE24,11,EXP_36,Control,had eaten junk and train,1,2
LE24,12,EXP_72,Control,support with dock and cheer,1,2
LE24,13,EXP_52,ALS,or spent sincere aside,1,6
LE24,14,EXP_80,Control,vital seats with wonder,1,1
LE24,15,EXP_26,Control,darker painted baskets,1,1
LE24,16,EXP_08,ALS,appear to wait then turn,1,3
LE24,17,EXP_15,ALS,beside a sunken bat,1,3
LE24,18,EXP_33,Control,forget the joke below,1,1
LE24,19,EXP_75,ALS,thinking for the hearing,1,2
LE24,20,EXP_58,ALS,rampant boasting captain,1,5
LE24,21,EXP_55,ALS,pick a chain for action,1,4
LE24,22,EXP_41,Control,its harmful note abounds,1,2
LE24,23,EXP_50,Control,model sad and local,1,2
LE24,24,EXP_16,Control,bolder ground from justice,1,1
LE24,25,EXP_65,ALS,seat for locking runners,1,5
LE24,26,EXP_06,ALS,amend estate approach,1,3
LE24,27,EXP_05,ALS,afraid beneath demand,1,4
LE24,28,EXP_14,Control,balance clamp and bottle,1,1
LE24,29,EXP_54,Control,perceive sustained supplies,1,2
LE24,30,EXP_79,Control,unseen machines agree,1,1
LE24,31,EXP_11,Control,attend the trend success,1,2
LE24,32,EXP_44,Control,mark a single ladder,1,1
LE24,33,EXP_77,ALS,transcend almost betrayed,1,4
LE24,34,EXP_40,ALS,indeed a tax ascent,1,4
LE24,35,EXP_19,Control,career despite research,1,1
LE24,36,EXP_29,Control,divide across retreat,1,1
LE24,37,EXP_60,Control,resting older earring,1,1
LE24,38,EXP_74,Control,technique but sent result,1,2
LE24,39,EXP_23,Control,connect the beer device,1,1
LE24,40,EXP_38,ALS,hold a page of fortune,1,3
LE24,41,EXP_64,ALS,rowing farther matters,1,5
LE24,42,EXP_51,ALS,narrow seated member,1,6
LE24,43,EXP_78,ALS,unless escape can learn,1,3
LE24,44,EXP_39,ALS,increase a grade sedate,1,6
LE24,45,EXP_73,Control,target keeping season,1,2
LE24,46,EXP_02,ALS,address her meeting time,1,3
LE24,47,EXP_17,ALS,bush is chosen after,1,6
LE24,48,EXP_28,ALS,distant leaking basement,1,4
LE24,49,EXP_07,Control,and spoke behind her sin,1,2
LE24,50,EXP_71,ALS,submit his cash report,1,5
LE24,51,EXP_30,ALS,done with finest handle,1,6
LE24,52,EXP_34,Control,frame her seed to answer,1,2
LE24,53,EXP_03,Control,admit the gear beyond,1,1
LE24,54,EXP_24,Control,constant willing walker,1,1
LE24,55,EXP_69,Control,sparkle enter broken,1,1
LE24,56,EXP_20,Control,cheap control in paper,1,1
LE24,57,EXP_59,ALS,remove and name for stake,1,3
LE24,58,EXP_35,Control,functions aim his acid,1,3
LE24,59,EXP_56,ALS,pooling pill or cattle,1,4
LE24,60,EXP_67,ALS,signal breakfast pilot,1,3
LE24,61,EXP_42,ALS,kick a tad above them,1,7
LE24,62,EXP_62,ALS,rode the lamp for teasing,1,5
LE24,63,EXP_49,Control,mode campaign for budget,1,1
LE24,64,EXP_43,ALS,listen final station,1,5
LE24,65,EXP_61,Control,rocking modern poster,1,1
LE24,66,EXP_66,Control,secure but lease apart,1,1
LE24,67,EXP_63,ALS,round and bad for carpet,1,4
LE24,68,EXP_37,ALS,her owners arm the phone,1,4
LE24,69,EXP_09,Control,assume to catch control,1,1
LE24,70,EXP_48,Control,mistake delight for heat,1,1
LE24,71,EXP_22,ALS,confused but roared again,1,6
LE24,72,EXP_68,Control,sinking rather tundra,1,1
LE24,73,EXP_45,ALS,mate denotes a judgement,1,4
LE24,74,EXP_13,ALS,award his drain away,1,7
LE24,75,EXP_01,Control,account for who could knock,1,1
LE24,76,EXP_25,Control,cool the jar in private,1,1
LE24,77,EXP_46,Control,may the same pursued it,1,2
LE24,78,EXP_31,ALS,embark or take her sheet,1,4
LE24,79,EXP_70,Control,stable wrist and load it,1,2
LE24,80,EXP_47,Control,measure fame with legal,1,1
LE24,81,EXP_18,ALS,butcher in the middle,1,5
LE24,82,EXP_76,Control,to sort but fear inside,1,2
LE24,83,EXP_57,ALS,push her equal culture,1,5
LE24,84,EXP_21,ALS,commit such used advice,1,5
LE24,85,EXP_04,Control,advance but sat appeal,1,2
LE25,6,EXP_10,ALS,attack became concerned,1,2
LE25,7,EXP_12,ALS,avoid or beat command,1,4
LE25,8,EXP_53,ALS,pain can follow agents,1,1
LE25,9,EXP_27,Control,define respect instead,1,1
LE25,10,EXP_32,ALS,for coke a great defeat,1,3
LE25,11,EXP_36,Control,had eaten junk and train,1,1
LE25,12,EXP_72,Control,support with dock and cheer,1,1
LE25,13,EXP_52,ALS,or spent sincere aside,1,6
LE25,14,EXP_80,Control,vital seats with wonder,1,1
LE25,15,EXP_26,Control,darker painted baskets,1,1
LE25,16,EXP_08,ALS,appear to wait then turn,1,3
LE25,17,EXP_15,ALS,beside a sunken bat,1,3
LE25,18,EXP_33,Control,forget the joke below,1,1
LE25,19,EXP_75,ALS,thinking for the hearing,1,4
LE25,20,EXP_58,ALS,rampant boasting captain,1,5
LE25,21,EXP_55,ALS,pick a chain for action,1,2
LE25,22,EXP_41,Control,its harmful note abounds,1,1
LE25,23,EXP_50,Control,model sad and local,1,1
LE25,24,EXP_16,Control,bolder ground from justice,1,1
LE25,25,EXP_65,ALS,seat for locking runners,1,6
LE25,26,EXP_06,ALS,amend estate approach,1,4
LE25,27,EXP_05,ALS,afraid beneath demand,1,2
LE25,28,EXP_14,Control,balance clamp and bottle,1,1
LE25,29,EXP_54,Control,perceive sustained supplies,1,1
LE25,30,EXP_79,Control,unseen machines agree,1,1
LE25,31,EXP_11,Control,attend the trend success,1,1
LE25,32,EXP_44,Control,mark a single ladder,1,1
LE25,33,EXP_77,ALS,transcend almost betrayed,1,6
LE25,34,EXP_40,ALS,indeed a tax ascent,1,4
LE25,35,EXP_19,Control,career despite research,1,1
LE25,36,EXP_29,Control,divide across retreat,1,1
LE25,37,EXP_60,Control,resting older earring,1,1
LE25,38,EXP_74,Control,technique but sent result,1,1
LE25,39,EXP_23,Control,connect the beer device,1,1
LE25,40,EXP_38,ALS,hold a page of fortune,1,2
LE25,41,EXP_64,ALS,rowing farther matters,1,1
LE25,42,EXP_51,ALS,narrow seated member,1,3
LE25,43,EXP_78,ALS,unless escape can learn,1,4
LE25,44,EXP_39,ALS,increase a grade sedate,1,7
LE25,45,EXP_73,Control,target keeping season,1,1
LE25,46,EXP_02,ALS,address her meeting time,1,1
LE25,47,EXP_17,ALS,bush is chosen after,1,5
LE25,48,EXP_28,ALS,distant leaking basement,1,4
LE25,49,EXP_07,Control,and spoke behind her sin,1,1
LE25,50,EXP_71,ALS,submit his cash report,1,1
LE25,51,EXP_30,ALS,done with finest handle,1,5
LE25,52,EXP_34,Control,frame her seed to answer,1,1
LE25,53,EXP_03,Control,admit the gear beyond,1,1
LE25,54,EXP_24,Control,constant willing walker,1,1
LE25,55,EXP_69,Control,sparkle enter broken,1,1
LE25,56,EXP_20,Control,cheap control in paper,1,2
LE25,57,EXP_59,ALS,remove and name for stake,1,4
LE25,58,EXP_35,Control,functions aim his acid,1,1
LE25,59,EXP_56,ALS,pooling pill or cattle,1,4
LE25,60,EXP_67,ALS,signal breakfast pilot,1,3
LE25,61,EXP_42,ALS,kick a tad above them,1,5
LE25,62,EXP_62,ALS,rode the lamp for teasing,1,5
LE25,63,EXP_49,Control,mode campaign for budget,1,1
LE25,64,EXP_43,ALS,listen final station,1,6
LE25,65,EXP_61,Control,rocking modern poster,1,1
LE25,66,EXP_66,Control,secure but lease apart,1,2
LE25,67,EXP_63,ALS,round and bad for carpet,1,3
LE25,68,EXP_37,ALS,her owners arm the phone,1,1
LE25,69,EXP_09,Control,assume to catch control,1,1
LE25,70,EXP_48,Control,mistake delight for heat,1,1
LE25,71,EXP_22,ALS,confused but roared again,1,5
LE25,72,EXP_68,Control,sinking rather tundra,1,1
LE25,73,EXP_45,ALS,mate denotes a judgement,1,3
LE25,74,EXP_13,ALS,award his drain away,1,5
LE25,75,EXP_01,Control,account for who could knock,1,1
LE25,76,EXP_25,Control,cool the jar in private,1,1
LE25,77,EXP_46,Control,may the same pursued it,1,2
LE25,78,EXP_31,ALS,embark or take her sheet,1,5
LE25,79,EXP_70,Control,stable wrist and load it,1,1
LE25,80,EXP_47,Control,measure fame with legal,1,1
LE25,81,EXP_18,ALS,butcher in the middle,1,1
LE25,82,EXP_76,Control,to sort but fear inside,1,1
LE25,83,EXP_57,ALS,push her equal culture,1,1
LE25,84,EXP_21,ALS,commit such used advice,1,4
LE25,85,EXP_04,Control,advance but sat appeal,1,1
LE26,6,EXP_10,ALS,attack became concerned,1,3
LE26,7,EXP_12,ALS,avoid or beat command,1,3
LE26,8,EXP_53,ALS,pain can follow agents,1,3
LE26,9,EXP_27,Control,define respect instead,1,1
LE26,10,EXP_32,ALS,for coke a great defeat,1,4
LE26,11,EXP_36,Control,had eaten junk and train,1,1
LE26,12,EXP_72,Control,support with dock and cheer,1,1
LE26,13,EXP_52,ALS,or spent sincere aside,1,4
LE26,14,EXP_80,Control,vital seats with wonder,1,1
LE26,15,EXP_26,Control,darker painted baskets,1,1
LE26,16,EXP_08,ALS,appear to wait then turn,1,5
LE26,17,EXP_15,ALS,beside a sunken bat,1,4
LE26,18,EXP_33,Control,forget the joke below,1,1
LE26,19,EXP_75,ALS,thinking for the hearing,1,4
LE26,20,EXP_58,ALS,rampant boasting captain,1,5
LE26,21,EXP_55,ALS,pick a chain for action,1,5
LE26,22,EXP_41,Control,its harmful note abounds,1,1
LE26,23,EXP_50,Control,model sad and local,1,1
LE26,24,EXP_16,Control,bolder ground from justice,1,1
LE26,25,EXP_65,ALS,seat for locking runners,1,5
LE26,26,EXP_06,ALS,amend estate approach,1,5
LE26,27,EXP_05,ALS,afraid beneath demand,1,4
LE26,28,EXP_14,Control,balance clamp and bottle,1,1
LE26,29,EXP_54,Control,perceive sustained supplies,1,1
LE26,30,EXP_79,Control,unseen machines agree,1,1
LE26,31,EXP_11,Control,attend the trend success,1,1
LE26,32,EXP_44,Control,mark a single ladder,1,1
LE26,33,EXP_77,ALS,transcend almost betrayed,1,6
LE26,34,EXP_40,ALS,indeed a tax ascent,1,4
LE26,35,EXP_19,Control,career despite research,1,1
LE26,36,EXP_29,Control,divide across retreat,1,1
LE26,37,EXP_60,Control,resting older earring,1,1
LE26,38,EXP_74,Control,technique but sent result,1,1
LE26,39,EXP_23,Control,connect the beer device,1,1
LE26,40,EXP_38,ALS,hold a page of fortune,1,6
LE26,41,EXP_64,ALS,rowing farther matters,1,6
LE26,42,EXP_51,ALS,narrow seated member,1,4
LE26,43,EXP_78,ALS,unless escape can learn,1,4
LE26,44,EXP_39,ALS,increase a grade sedate,1,6
LE26,45,EXP_73,Control,target keeping season,1,1
LE26,46,EXP_02,ALS,address her meeting time,1,4
LE26,47,EXP_17,ALS,bush is chosen after,1,4
LE26,48,EXP_28,ALS,distant leaking basement,1,5
LE26,49,EXP_07,Control,and spoke behind her sin,1,1
LE26,50,EXP_71,ALS,submit his cash report,1,5
LE26,51,EXP_30,ALS,done with finest handle,1,4
LE26,52,EXP_34,Control,frame her seed to answer,1,1
LE26,53,EXP_03,Control,admit the gear beyond,1,1
LE26,54,EXP_24,Control,constant willing walker,1,1
LE26,55,EXP_69,Control,sparkle enter broken,1,1
LE26,56,EXP_20,Control,cheap control in paper,1,1
LE26,57,EXP_59,ALS,remove and name for stake,1,3
LE26,58,EXP_35,Control,functions aim his acid,1,2
LE26,59,EXP_56,ALS,pooling pill or cattle,1,4
LE26,60,EXP_67,ALS,signal breakfast pilot,1,3
LE26,61,EXP_42,ALS,kick a tad above them,1,5
LE26,62,EXP_62,ALS,rode the lamp for teasing,1,4
LE26,63,EXP_49,Control,mode campaign for budget,1,2
LE26,64,EXP_43,ALS,listen final station,1,6
LE26,65,EXP_61,Control,rocking modern poster,1,1
LE26,66,EXP_66,Control,secure but lease apart,1,1
LE26,67,EXP_63,ALS,round and bad for carpet,1,3
LE26,68,EXP_37,ALS,her owners arm the phone,1,4
LE26,69,EXP_09,Control,assume to catch control,1,1
LE26,70,EXP_48,Control,mistake delight for heat,1,1
LE26,71,EXP_22,ALS,confused but roared again,1,4
LE26,72,EXP_68,Control,sinking rather tundra,1,1
LE26,73,EXP_45,ALS,mate denotes a judgement,1,4
LE26,74,EXP_13,ALS,award his drain away,1,6
LE26,75,EXP_01,Control,account for who could knock,1,1
LE26,76,EXP_25,Control,cool the jar in private,1,1
LE26,77,EXP_46,Control,may the same pursued it,1,2
LE26,78,EXP_31,ALS,embark or take her sheet,1,4
LE26,79,EXP_70,Control,stable wrist and load it,1,1
LE26,80,EXP_47,Control,measure fame with legal,1,1
LE26,81,EXP_18,ALS,butcher in the middle,1,4
LE26,82,EXP_76,Control,to sort but fear inside,1,1
LE26,83,EXP_57,ALS,push her equal culture,1,4
LE26,84,EXP_21,ALS,commit such used advice,1,5
LE26,85,EXP_04,Control,advance but sat appeal,1,1
LE27,6,EXP_23,ALS,connect the beer device,2,5
LE27,7,EXP_13,Control,award his drain away,2,3
LE27,8,EXP_48,ALS,mistake delight for heat,2,5
LE27,9,EXP_64,Control,rowing farther matters,2,3
LE27,10,EXP_40,Control,indeed a tax ascent,2,3
LE27,11,EXP_52,Control,or spent sincere aside,2,4
LE27,12,EXP_71,Control,submit his cash report,2,4
LE27,13,EXP_09,ALS,assume to catch control,2,6
LE27,14,EXP_18,Control,butcher in the middle,2,4
LE27,15,EXP_12,Control,avoid or beat command,2,3
LE27,16,EXP_03,ALS,admit the gear beyond,2,4
LE27,17,EXP_46,ALS,may the same pursued it,2,5
LE27,18,EXP_58,Control,rampant boasting captain,2,4
LE27,19,EXP_32,Control,for coke a great defeat,2,3
LE27,20,EXP_74,ALS,technique but sent result,2,7
LE27,21,EXP_79,ALS,unseen machines agree,2,5
LE27,22,EXP_19,ALS,career despite research,2,5
LE27,23,EXP_24,ALS,constant willing walker,2,4
LE27,24,EXP_57,Control,push her equal culture,2,4
LE27,25,EXP_67,Control,signal breakfast pilot,2,3
LE27,26,EXP_22,Control,confused but roared again,2,3
LE27,27,EXP_41,ALS,its harmful note abounds,2,6
LE27,28,EXP_59,Control,remove and name for stake,2,3
LE27,29,EXP_51,Control,narrow seated member,2,3
LE27,30,EXP_08,Control,appear to wait then turn,2,3
LE27,31,EXP_16,ALS,bolder ground from justice,2,6
LE27,32,EXP_73,ALS,target keeping season,2,6
LE27,33,EXP_65,Control,seat for locking runners,2,3
LE27,34,EXP_35,ALS,functions aim his acid,2,6
LE27,35,EXP_76,ALS,to sort but fear inside,2,6
LE27,36,EXP_61,ALS,rocking modern poster,2,5
LE27,37,EXP_28,Control,distant leaking basement,2,3
LE27,38,EXP_42,Control,kick a tad above them,2,3
LE27,39,EXP_31,Control,embark or take her sheet,2,3
LE27,40,EXP_02,Control,address her meeting time,2,2
LE27,41,EXP_72,ALS,support with dock and cheer,2,5
LE27,42,EXP_06,Control,amend estate approach,2,4
LE27,43,EXP_01,ALS,account for who could knock,2,5
LE27,44,EXP_53,Control,pain can follow agents,2,5
LE27,45,EXP_34,ALS,frame her seed to answer,2,5
LE27,46,EXP_63,Control,round and bad for carpet,2,3
LE27,47,EXP_15,Control,beside a sunken bat,2,3
LE27,48,EXP_44,ALS,mark a single ladder,2,4
LE27,49,EXP_07,ALS,and spoke behind her sin,2,3
LE27,50,EXP_69,ALS,spackle enter broken,2,4
LE27,51,EXP_75,Control,thinking for the hearing,2,2
LE27,52,EXP_33,ALS,forget the joke below,2,3
LE27,53,EXP_43,Control,listen final station,2,2
LE27,54,EXP_70,ALS,stable wrist and load it,2,3
LE27,55,EXP_36,ALS,had eaten junk and train,2,3
LE27,56,EXP_11,ALS,attend the trend success,2,4
LE27,57,EXP_10,Control,attack became concerned,2,3
LE27,58,EXP_77,Control,transcend almost betrayed,2,3
LE27,59,EXP_66,ALS,secure but lease apart,2,4
LE27,60,EXP_56,Control,pooling pill or cattle,2,3
LE27,61,EXP_60,ALS,resting older earring,2,4
LE27,62,EXP_29,ALS,divide across retreat,2,3
LE27,63,EXP_54,ALS,perceive sustained supplies,2,4
LE27,64,EXP_55,Control,pick a chain for action,2,5
LE27,65,EXP_21,Control,commit such used advice,2,3
LE27,66,EXP_14,ALS,balance clamp and bottle,2,5
LE27,67,EXP_62,Control,rode the lamp for teasing,2,4
LE27,68,EXP_78,Control,unless escape can learn,2,2
LE27,69,EXP_17,Control,bush is chosen after,2,1
LE27,70,EXP_20,ALS,cheap control in paper,2,4
LE27,71,EXP_68,ALS,sinking rather tundra,2,6
LE27,72,EXP_30,Control,done with finest handle,2,2
LE27,73,EXP_37,Control,her owners arm the phone,2,3
LE27,74,EXP_27,ALS,define respect instead,2,5
LE27,75,EXP_49,ALS,mode campaign for budget,2,5
LE27,76,EXP_39,Control,increase a grade sedate,2,2
LE27,77,EXP_04,ALS,advance but sat appeal,2,3
LE27,78,EXP_26,ALS,darker painted baskets,2,5
LE27,79,EXP_80,ALS,vital seats with wonder,2,6
LE27,80,EXP_25,ALS,cool the jar in private,2,5
LE27,81,EXP_50,ALS,model sad and local,2,4
LE27,82,EXP_38,Control,hold a page of fortune,2,4
LE27,83,EXP_05,Control,afraid beneath demand,2,2
LE27,84,EXP_45,Control,mate denotes a judgement,2,3
LE27,85,EXP_47,ALS,measure fame with legal,2,5
LE28,6,EXP_10,ALS,attack became concerned,1,3
LE28,7,EXP_12,ALS,avoid or beat command,1,4
LE28,8,EXP_53,ALS,pain can follow agents,1,3
LE28,9,EXP_27,Control,define respect instead,1,2
LE28,10,EXP_32,ALS,for coke a great defeat,1,3
LE28,11,EXP_36,Control,had eaten junk and train,1,3
LE28,12,EXP_72,Control,support with dock and cheer,1,2
LE28,13,EXP_52,ALS,or spent sincere aside,1,5
LE28,14,EXP_80,Control,vital seats with wonder,1,2
LE28,15,EXP_26,Control,darker painted baskets,1,2
LE28,16,EXP_08,ALS,appear to wait then turn,1,4
LE28,17,EXP_15,ALS,beside a sunken bat,1,3
LE28,18,EXP_33,Control,forget the joke below,1,1
LE28,19,EXP_75,ALS,thinking for the hearing,1,2
LE28,20,EXP_58,ALS,rampant boasting captain,1,6
LE28,21,EXP_55,ALS,pick a chain for action,1,3
LE28,22,EXP_41,Control,its harmful note abounds,1,4
LE28,23,EXP_50,Control,model sad and local,1,2
LE28,24,EXP_16,Control,bolder ground from justice,1,2
LE28,25,EXP_65,ALS,seat for locking runners,1,6
LE28,26,EXP_06,ALS,amend estate approach,1,7
LE28,27,EXP_05,ALS,afraid beneath demand,1,4
LE28,28,EXP_14,Control,balance clamp and bottle,1,4
LE28,29,EXP_54,Control,perceive sustained supplies,1,3
LE28,30,EXP_79,Control,unseen machines agree,1,2
LE28,31,EXP_11,Control,attend the trend success,1,2
LE28,32,EXP_44,Control,mark a single ladder,1,2
LE28,33,EXP_77,ALS,transcend almost betrayed,1,7
LE28,34,EXP_40,ALS,indeed a tax ascent,1,5
LE28,35,EXP_19,Control,career despite research,1,2
LE28,36,EXP_29,Control,divide across retreat,1,2
LE28,37,EXP_60,Control,resting older earring,1,2
LE28,38,EXP_74,Control,technique but sent result,1,3
LE28,39,EXP_23,Control,connect the beer device,1,2
LE28,40,EXP_38,ALS,hold a page of fortune,1,4
LE28,41,EXP_64,ALS,rowing farther matters,1,7
LE28,42,EXP_51,ALS,narrow seated member,1,7
LE28,43,EXP_78,ALS,unless escape can learn,1,3
LE28,44,EXP_39,ALS,increase a grade sedate,1,7
LE28,45,EXP_73,Control,target keeping season,1,3
LE28,46,EXP_02,ALS,address her meeting time,1,4
LE28,47,EXP_17,ALS,bush is chosen after,1,7
LE28,48,EXP_28,ALS,distant leaking basement,1,2
LE28,49,EXP_07,Control,and spoke behind her sin,1,2
LE28,50,EXP_71,ALS,submit his cash report,1,4
LE28,51,EXP_30,ALS,done with finest handle,1,5
LE28,52,EXP_34,Control,frame her seed to answer,1,2
LE28,53,EXP_03,Control,admit the gear beyond,1,2
LE28,54,EXP_24,Control,constant willing walker,1,1
LE28,55,EXP_69,Control,sparkle enter broken,1,2
LE28,56,EXP_20,Control,cheap control in paper,1,3
LE28,57,EXP_59,ALS,remove and name for stake,1,6
LE28,58,EXP_35,Control,functions aim his acid,1,5
LE28,59,EXP_56,ALS,pooling pill or cattle,1,7
LE28,60,EXP_67,ALS,signal breakfast pilot,1,5
LE28,61,EXP_42,ALS,kick a tad above them,1,7
LE28,62,EXP_62,ALS,rode the lamp for teasing,1,4
LE28,63,EXP_49,Control,mode campaign for budget,1,3
LE28,64,EXP_43,ALS,listen final station,1,3
LE28,65,EXP_61,Control,rocking modern poster,1,2
LE28,66,EXP_66,Control,secure but lease apart,1,4
LE28,67,EXP_63,ALS,round and bad for carpet,1,5
LE28,68,EXP_37,ALS,her owners arm the phone,1,4
LE28,69,EXP_09,Control,assume to catch control,1,2
LE28,70,EXP_48,Control,mistake delight for heat,1,3
LE28,71,EXP_22,ALS,confused but roared again,1,6
LE28,72,EXP_68,Control,sinking rather tundra,1,2
LE28,73,EXP_45,ALS,mate denotes a judgement,1,3
LE28,74,EXP_13,ALS,award his drain away,1,6
LE28,75,EXP_01,Control,account for who could knock,1,1
LE28,76,EXP_25,Control,cool the jar in private,1,2
LE28,77,EXP_46,Control,may the same pursued it,1,3
LE28,78,EXP_31,ALS,embark or take her sheet,1,4
LE28,79,EXP_70,Control,stable wrist and load it,1,2
LE28,80,EXP_47,Control,measure fame with legal,1,2
LE28,81,EXP_18,ALS,butcher in the middle,1,5
LE28,82,EXP_76,Control,to sort but fear inside,1,3
LE28,83,EXP_57,ALS,push her equal culture,1,4
LE28,84,EXP_21,ALS,commit such used advice,1,7
LE28,85,EXP_04,Control,advance but sat appeal,1,2
LE29,6,EXP_23,ALS,connect the beer device,2,4
LE29,7,EXP_13,Control,award his drain away,2,2
LE29,8,EXP_48,ALS,mistake delight for heat,2,5
LE29,9,EXP_64,Control,rowing farther matters,2,2
LE29,10,EXP_40,Control,indeed a tax ascent,2,2
LE29,11,EXP_52,Control,or spent sincere aside,2,3
LE29,12,EXP_71,Control,submit his cash report,2,2
LE29,13,EXP_09,ALS,assume to catch control,2,5
LE29,14,EXP_18,Control,butcher in the middle,2,1
LE29,15,EXP_12,Control,avoid or beat command,2,1
LE29,16,EXP_03,ALS,admit the gear beyond,2,5
LE29,17,EXP_46,ALS,may the same pursued it,2,6
LE29,18,EXP_58,Control,rampant boasting captain,2,3
LE29,19,EXP_32,Control,for coke a great defeat,2,3
LE29,20,EXP_74,ALS,technique but sent result,2,7
LE29,21,EXP_79,ALS,unseen machines agree,2,7
LE29,22,EXP_19,ALS,career despite research,2,4
LE29,23,EXP_24,ALS,constant willing walker,2,3
